STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,partner,Geopolitical entity (partner),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,MT,Malta,2023,,8063,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NL,Netherlands,2013,,63758,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NL,Netherlands,2014,,69595,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NL,Netherlands,2015,,70789,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NL,Netherlands,2016,,75109,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NL,Netherlands,2017,,83976,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NL,Netherlands,2018,,89278,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NL,Netherlands,2019,,98761,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NL,Netherlands,2020,,91671,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NL,Netherlands,2021,,105749,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NL,Netherlands,2022,,113165,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NL,Netherlands,2023,,112568,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NO,Norway,2013,,39461,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NO,Norway,2014,,38086,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NO,Norway,2015,,30114,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NO,Norway,2016,,24228,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NO,Norway,2017,,22985,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NO,Norway,2018,,22849,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NO,Norway,2019,,22930,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NO,Norway,2020,,19132,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NO,Norway,2021,,31044,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NO,Norway,2022,,30653,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,NO,Norway,2023,,29029,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PL,Poland,2013,,131023,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PL,Poland,2014,,119611,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PL,Poland,2015,,90246,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PL,Poland,2016,,96290,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PL,Poland,2017,,115809,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PL,Poland,2018,,100768,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PL,Poland,2019,,97020,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PL,Poland,2020,,111942,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PL,Poland,2021,,110690,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PL,Poland,2022,,99497,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PL,Poland,2023,,96881,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PT,Portugal,2020,,22358,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PT,Portugal,2021,,34698,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PT,Portugal,2022,,35168,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,PT,Portugal,2023,,34695,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,RO,Romania,2013,,121173,,e,estimated,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,RO,Romania,2014,,97620,,e,estimated,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,RO,Romania,2015,,88086,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,RO,Romania,2016,,91604,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,RO,Romania,2017,,108649,,e,estimated,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,RO,Romania,2018,,95342,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,RO,Romania,2019,,97955,,e,estimated,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,RO,Romania,2020,,76194,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,RO,Romania,2021,,103831,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,RO,Romania,2022,,114516,,e,estimated,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,RO,Romania,2023,,127172,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SE,Sweden,2013,,31892,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SE,Sweden,2014,,32830,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SE,Sweden,2015,,34185,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SE,Sweden,2016,,34925,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SE,Sweden,2017,,36126,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SE,Sweden,2018,,33610,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SE,Sweden,2019,,30684,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SE,Sweden,2020,,25977,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SE,Sweden,2021,,29244,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SE,Sweden,2022,,37432,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SE,Sweden,2023,,35293,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SI,Slovenia,2013,,4472,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SI,Slovenia,2014,,4619,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SI,Slovenia,2015,,4205,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SI,Slovenia,2016,,4897,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SI,Slovenia,2017,,4940,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SI,Slovenia,2018,,5666,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SI,Slovenia,2019,,5038,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SI,Slovenia,2020,,11103,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SI,Slovenia,2021,,5011,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SI,Slovenia,2022,,4587,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SI,Slovenia,2023,,5097,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SK,Slovakia,2013,,3470,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SK,Slovakia,2014,,3575,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SK,Slovakia,2015,,4799,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SK,Slovakia,2016,,5200,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SK,Slovakia,2017,,4634,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SK,Slovakia,2018,,4696,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SK,Slovakia,2019,,4239,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SK,Slovakia,2020,,4512,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SK,Slovakia,2021,,3894,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SK,Slovakia,2022,,3583,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,SK,Slovakia,2023,,3404,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,UK,United Kingdom,2013,,219669,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,UK,United Kingdom,2014,,286821,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,UK,United Kingdom,2015,,295285,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,UK,United Kingdom,2016,,272536,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,UK,United Kingdom,2017,,260658,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,UK,United Kingdom,2018,,225498,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,EU27_2020_FOR,EU27 countries (from 2020) except reporting country,NR,Number,UK,United Kingdom,2019,,207968,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,AT,Austria,2013,,35619,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,AT,Austria,2014,,43201,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,AT,Austria,2015,,91360,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,AT,Austria,2016,,59154,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,AT,Austria,2017,,42010,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,AT,Austria,2018,,35432,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,AT,Austria,2019,,35860,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,AT,Austria,2020,,32189,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,AT,Austria,2021,,47321,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,AT,Austria,2022,,120679,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,AT,Austria,2023,,72300,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BE,Belgium,2013,,46381,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BE,Belgium,2014,,47820,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BE,Belgium,2015,,72693,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BE,Belgium,2016,,53949,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BE,Belgium,2017,,56071,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BE,Belgium,2018,,63218,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BE,Belgium,2019,,69995,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BE,Belgium,2020,,49784,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BE,Belgium,2021,,64157,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BE,Belgium,2022,,123845,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BE,Belgium,2023,,88648,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BG,Bulgaria,2013,,14856,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BG,Bulgaria,2014,,22159,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BG,Bulgaria,2015,,18958,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BG,Bulgaria,2016,,14911,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BG,Bulgaria,2017,,17799,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BG,Bulgaria,2018,,20913,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BG,Bulgaria,2019,,27755,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BG,Bulgaria,2020,,23722,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BG,Bulgaria,2021,,22784,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BG,Bulgaria,2022,,25383,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,BG,Bulgaria,2023,,43650,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,CH,Switzerland,2013,,53629,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,CH,Switzerland,2014,,52194,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,CH,Switzerland,2015,,53358,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,CH,Switzerland,2016,,54445,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,CH,Switzerland,2017,,54235,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,CH,Switzerland,2018,,54905,,,,,
